slug,corpus,cycle,k,attestation,trust_chain,least_privilege,declarative_policy,continuous_adaptive,immutability,audit_evidence,cryptographic_identity,segmentation,s2_x,s2_y,s2_z,gap,collision_class_id,collision_class_size
readiness-gates-gtm-2026-07-28,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
recursive-self-improvement-audit-2026-07-28,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
release-gate-checklist-v2-2026-08-04,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
reproducible-builds-2026-07-22,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
research-refresh-2026-07-11,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
rk3588-ddr-tpl-source-2026-07-29,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
roadmap-promotion-gates-2026-07-17,refs,6,8,1,1,1,1,1,1,1,0,1,0.8276549961399876,-0.026085738015399,0.560630664195876,0.24668285835501796,25,42
rsi-five-skill-pass-2026-07-29,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
sbsign-pkcs11-validate-2026-07-23,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
sealed-uki-vm-test-2026-07-30,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
sectime-rk-secure-time-2026-07-17,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
slsa-l3-sbom-cosign-integration-spec-2026-08-04,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-hardening-audit-2026-07-17,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-homed-reference-2026-07-23,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-unit-directive-reference-2026-07-23,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-upstream-progress-2026-07-21,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-v262-audit-2026-07-14,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
team-budget-use-of-funds-2026-07-25,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
testing-production-gaps-2026-08-01,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
three-year-revenue-cost-model-2026-07-25,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
v261-base-image-bump-2026-07-23,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
validate-input-shape-doctrine-2026-08-04,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
vgpu-vfio-user-trust-boundary-2026-07-25,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
vm-e2e-run-29525332901,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
who-pays-and-why-2026-07-25,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
workflow-dispatch-reachability-spec-2026-08-04,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
workflow-patterns-deep-dive-2026-07-30,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
workflow-token-scope-audit-script-2026-08-04,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
yubikey-hw-validation-scenarios-2026-07-25,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
yubios-ci-strategy-history-2026-07-23,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
yubios-reproducibility-equivalents-2026-07-30,refs,6,8,1,1,1,1,1,1,1,0,1,0.8276549961399876,-0.026085738015399,0.560630664195876,0.24668285835501796,25,42
yubios-versioning-scheme-2026-08-04,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
zboot-workaround-runner-qemu-audit-2026-07-25,refs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
0pointer-poettering-systemd-vision-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
actions-checkout-v6-includeif-investigation-2026-07-29,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
adr-033-misbehavior-cutoff-policy-2026-07-28,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
adr-033-prior-art-search-2026-07-28,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
arm64-ftpm-phase-f0-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
arm64-path-a-b-board-status-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
arm64-rk-board-status-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
arm64-zstd-efi-zboot-bcvk-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
arxiv-2607.09967-vs-learned-latent-curve-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
assets-repo-repoint-verification-2026-07-28,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
attested-bootc-gpu-cutover-2026-07-30,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
bcvk-swtpm-ci-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
bootc-composefs-sealed-flow-2026-07-22,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
bootc-dev-org-releases-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
bootc-upgrade-rollback-sysext-portable-test-spec-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ci-evidence-2026-07-21,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
covenant-conflict-policy-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
current-position-evidence-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
curve-guided-rsi-and-self-differential-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
curve-guided-rsi-v1-cycle4-all-skills-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
curve-guided-rsi-v1-cycles-2-3-run-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
curve-guided-rsi-v1-fitness-test-run-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
curve-guided-rsi-v2-cycle5-deep-research-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
customer-roi-model-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
customer-roi-model-2026-07-26,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
cycle4-results-2026-08-06,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
cycle5-results-2026-08-06,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
days-0-30-safe-offer-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
days-31-60-narrow-product-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
days-61-90-willingness-to-pay-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
debug-with-cli-2026-08-01,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
decisions-deferrals-rejected-models-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
differential-curve-use-case-skill-land-grab-detection-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
digest-bump-checklist-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
docker-bake-consolidation-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
docker-build-policies-reference-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
edgeless-reproducible-mkosi-research-2026-07-30,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
endlessh-openwrt-fit-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
entity-governance-legal-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
external-benchmarks-sources-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
external-benchmarks-sources-2026-07-26,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
fedora-bootc-base-images-status-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
fido2-ci-emulator-status-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
firmware-rk-workflow-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
first-90-days-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
first-90-days-2026-07-28,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
fork-upstream-drift-detection-schedule-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
frost-panfrost-lockout-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
gap-map-hyperspherical-harmonic-curve-2026-08-05,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
hyperspherical-harmonic-curve-2026-08-05,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
hyperspherical-harmonic-curve-v1-fit-2026-08-05,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
image-builder-cli-fork-status-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
kernel-rootfs-split-2026-07-29,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
learned-latent-curve-rsi-v10-2026-08-03,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
learned-latent-curve-rsi-v11-v12-2026-08-03,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
learned-latent-curve-skill-quality-map-2026-08-03,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
learned-latent-curve-yubios-artifact-primitives-coverage-flow-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
libvfio-user-bundle-decision-2026-07-30,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
luks-fido2-e2e-test-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
metrics-and-reporting-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
mkosi-bcvk-fork-status-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
naming-licensing-provenance-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
negative-skill-space-2026-07-28,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
offer-pricing-architecture-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
openwrt-deception-proof-plan-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
openwrt-wireguard-deception-lan-prototype-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
operating-covenant-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
org-state-audit-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
osbuild-image-builder-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
package-floor-verification-checklist-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
pilot-collateral-roi-baseline-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
planning-cycle-2026-07-11,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
post-quantum-tls-adoption-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
pr-campaign-research-2026-07-16,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
pr-friend-map-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
prior-art-autonomous-ideation-skill-2026-07-28,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
prior-art-search-rsi-audit-2026-07-30,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
prior-art-state-of-art-2026-07-30,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
public-security-funding-targets-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
readiness-gates-gtm-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
readiness-gates-gtm-2026-07-28,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
recursive-self-improvement-audit-2026-07-28,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
release-gate-checklist-v2-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
reproducible-builds-2026-07-22,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
research-refresh-2026-07-11,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
rk3588-ddr-tpl-source-2026-07-29,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
roadmap-promotion-gates-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
rsi-five-skill-pass-2026-07-29,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
sbsign-pkcs11-validate-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
sealed-uki-vm-test-2026-07-30,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
sectime-rk-secure-time-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
slsa-l3-sbom-cosign-integration-spec-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-hardening-audit-2026-07-17,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-homed-reference-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-unit-directive-reference-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-upstream-progress-2026-07-21,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
systemd-v262-audit-2026-07-14,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
team-budget-use-of-funds-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
testing-production-gaps-2026-08-01,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
three-year-revenue-cost-model-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
v261-base-image-bump-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
validate-input-shape-doctrine-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
vgpu-vfio-user-trust-boundary-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
vm-e2e-run-29525332901,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
who-pays-and-why-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
workflow-dispatch-reachability-spec-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
workflow-patterns-deep-dive-2026-07-30,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
workflow-token-scope-audit-script-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
yubikey-hw-validation-scenarios-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
yubios-ci-strategy-history-2026-07-23,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
yubios-reproducibility-equivalents-2026-07-30,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
yubios-versioning-scheme-2026-08-04,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
zboot-workaround-runner-qemu-audit-2026-07-25,refs,7,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SELF-CHANGELOG/## 2026-07-31 — v0.1 — Initial self-portrait,self,,5,1,0,0,1,1,0,1,1,0,-0.6254928223765831,-0.615444166242272,-0.4795698149318103,1.8452278558184145,101,3
SELF-CHANGELOG/## 2026-07-31 — v0.2 — Soul section rebuilt from corpus read,self,,3,1,0,0,0,1,0,1,0,0,-0.8298181344289954,-0.1677074221973474,0.5322368686146257,1.5162743506575107,102,14
SELF-CHANGELOG/## 2026-07-31 — v0.3 — SELF.md and SOUL.md published to yubi,self,,4,0,0,0,1,1,0,1,1,0,-0.49933295879634737,-0.6648344590840007,0.5555733419398101,1.3073412867705605,103,2
SELF-CHANGELOG/## 2026-07-31 — v0.4 — SOUL.md designated canonical,self,,4,1,0,0,0,1,0,1,1,0,-0.810831126616705,-0.505078804639826,0.2957165622908014,1.5950196222510573,104,8
SELF-CHANGELOG/## 2026-07-31 — v0.5 — External verification of SOUL.md 12-p,self,,4,1,0,0,0,1,0,1,1,0,-0.810831126616705,-0.505078804639826,0.2957165622908014,1.5950196222510573,104,8
SELF-CHANGELOG/## 2026-07-31 — v0.6 — OMN-53 Negative 2 GITHUB_TOKEN fix sh,self,,6,1,1,0,1,1,0,1,1,0,0.5483378475016513,-0.4448483445953981,-0.7081211445141219,1.4830495923394929,105,1
SELF-CHANGELOG/## 2026-07-31 — v0.7 — `internal-nonlex-tokens` skill shippe,self,,3,1,0,0,0,1,0,1,0,0,-0.8298181344289954,-0.1677074221973474,0.5322368686146257,1.5162743506575107,102,14
SELF-CHANGELOG/## 2026-07-31 — v0.8 — ci_test-vgpu-vm: extract-script + sym,self,,4,1,1,1,0,0,0,1,0,0,-0.6265624544879107,0.7349459137756276,0.2593723085654914,1.620976798422622,106,2
SELF-CHANGELOG/## 2026-08-01 — v0.9 — ci_test-vgpu-vm.yml: step 21 mkdir fi,self,,6,1,1,0,0,1,0,1,1,1,0.34261901769666847,-0.9326594645703974,-0.11295367129858937,1.2229315002190573,107,1
SELF-CHANGELOG/## 2026-08-01 — v0.11 — bootupd regression fix shipped (--co,self,,6,1,1,0,1,0,0,1,1,1,0.44502018485015343,0.8910328507652223,0.08954045975499754,1.2126051678665408,108,2
SELF-CHANGELOG/## 2026-08-01 — v0.12 — ci_test-vgpu-vm: merge yubiOS pulls;,self,,3,1,0,0,0,0,1,1,0,0,-0.5230828202207264,0.527226409200991,0.6696392137793011,1.356982456287992,79,3
SELF-CHANGELOG/## 2026-08-01 — v0.13 — ci_test-vgpu-vm step 25: mount ESP a,self,,4,1,0,0,0,0,0,1,1,1,-0.8782466274566645,0.46607557899330143,0.10703464872205536,1.7687921328556406,109,1
SELF-CHANGELOG/## 2026-08-01 — v0.14 — ci_test-vgpu-vm step 25: systemd-cry,self,,3,1,0,0,0,0,0,1,1,0,-0.7511334269475812,0.35296648224518606,0.557864891648006,1.507491620600749,51,21
SELF-CHANGELOG/## 2026-08-01 — v0.15 — `playbooks/` seeded from whole-self ,self,,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SELF-CHANGELOG/## 2026-08-02 — v0.16 — First weekly Sunday cadence fire (12,self,,7,1,0,1,1,1,0,1,1,1,0.6663893223733968,-0.6586068030987396,0.34951730992725244,0.666959908432313,110,4
SELF-CHANGELOG/## 2026-08-03 — v0.17 — v0.16 sweep edits applied per Jenny ,self,,5,1,0,0,0,1,0,1,1,1,-0.40045622972232336,-0.9126964200282145,0.0813637077834027,1.4881806291192494,111,2
SELF-CHANGELOG/## 2026-08-03 — v0.18 — restful-self mode skill shipped to b,self,,4,1,0,0,0,1,0,1,1,0,-0.810831126616705,-0.505078804639826,0.2957165622908014,1.5950196222510573,104,8
SELF-CHANGELOG/## 2026-08-04 — v0.19 — `curve-guided-rsi-self` skill shippe,self,,5,1,0,0,0,1,0,1,1,1,-0.40045622972232336,-0.9126964200282145,0.0813637077834027,1.4881806291192494,111,2
SELF-CHANGELOG/## 2026-08-04 — v0.20 — curve-guided-rsi-self applied: RSI C,self,,5,1,0,1,0,1,0,1,0,1,-0.3237410824153176,-0.9460992080171903,0.0093808392910104,1.4864065696343238,112,3
SELF-CHANGELOG/## 2026-08-04 — v0.21 — curve-guided-rsi-self applied across,self,,7,1,0,1,1,1,0,1,1,1,0.6663893223733968,-0.6586068030987396,0.34951730992725244,0.666959908432313,110,4
SELF-CHANGELOG/## 2026-08-04 — v0.22 — Differential curve baseline + RSI Cy,self,,4,1,0,1,0,1,0,1,0,0,-0.8184403438143475,-0.5329823202374016,0.21467475382869056,1.6329954602933758,113,3
